project_id,category,sub_category,transcription_text,document_url
15890,Contracts,Apprenticeship Agreement,"[[4 column table]] 
 
[[status]] | Names | Date | County 
 
cancelled ? | Penelope Goodwin [[?]] Lizzie Goodwin | Jan 26"" | Chowan 
 
[[strikethrough]] cancelled [[/strikethrough]] | Henrietta Haughton | Feby 15th 1866 | Chowan 
 
cancelled ? | John H. Garrett | Jany 15th 1866 | Chowan 
 
cancelled ? | Joseph A. Northcote | Jany 15th 1866 | Chowan 
 
cancelled ? | N A. Simpson | Feby 13th 1866 | Chowan 
 
--- | Sarah M. Welch | Jany 26th 1866 | Chowan 
 
cancelled ? | William Sanders, & [[Sukij?]], Dillard | March 8"" 1866 | Chowan 
 
cancelled ? | Watson White | Feby 3th 1866 | Chowan 
 
cancelled ? | Richard Keough & Girl Elizabeth | March 8th 1866 | Chowan 
",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00927
15890,Contracts,Apprenticeship Agreement,"[[4 column table]] 
 
No | Names | Date | County 
 
27 | Esther A Jordan | Jan 16"" 1866 | Chowan 
 
cancelled 28 | Josiah Cofield | Jan 16"" "" [[ditto for 1866]] | "" "" [[ditto for Chowan]] cancelled 
 
29 | Benjamin L Evans | Jan 20 "" [[ditto for 1866]] | "" "" [[ditto for Chowan]] 
 
30 | Wm J Holley | Jan 24 "" [[ditto for 1866]] | "" "" [[ditto for Chowan]] 
 
31 | Miles Baelham | Jan 22"" "" [[ditto for 1866]] | "" "" [[ditto for Chowan]] 
 
32 | John Smith | Jan 12"" "" [[ditto for 1866]] | "" "" [[ditto for Chowan]] 
 
1 | Amos Pettiford & Alexander Goodman age 8 years | Feby 3thd 1866 | Washington 
 
2 | A.J. Leggett & Penelar age 9 years | Feby 5th 1866 | "" "" [[ditto for Washington]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00928
15890,Contracts,Apprenticeship Agreement,"Indentures of Apprenticeship 
 
[[4 column table]] 
 
[[number]] | Names | Date | County 
 
1 | H. Camp Bvt Maj V.R.C & Jacockes | April 24"" 1866 | Perquimans 
 
2 | Maj H. Camp & W B Peck | April 25th 1866 | "" "" [[ditto for Perquimans]] 
 
3 | Maj H. Camp & Peter Jones | April 21"" 1866 | "" "" [[ditto for Perquimans]] 
 
4 | Maj H. Camp & Mrs Newby | April 12"" 1866 | "" "" [[ditto for Perquimans]] 
 
5 | Lt A G Tennant & Joseph F Newby | May 14"" 1866 | "" "" [[ditto for Perquimans]] 
 
6 | Lt A G Tennant & R B Reddick | May 14"" 1866 | "" "" [[ditto for Perquimans]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00929
15890,Contracts,Apprenticeship Agreement,"Indentures of Apprenticeship 
For 
Chowan County North Carolina 
[[4 column table]] 
 
No   | Names | Date | Counties 
 
No 1 | Dr Wm A B Norcum & Caroline Satterfield Mark Satterfield  age. 10. | Dec 8th 1865 | Chowan 
 
2 | Thomas C. Spruil | Jan 3d 1866 | "" "" [[ditto for Chowan]] 
                      
3 R N Winburn | Jan 5th 1866 | "" "" [[ditto for Chowan]] 
  
4 John R. Simpson | Jan 6th 1866 | "" "" [[ditto for Chowan]] 
 
5 James E. Evans | "" [[ditto for Jan]] 6th 1866 | "" "" [[ditto for Chowan]] 
 
6 Andrew J White | Jan 6th 1866 | "" "" [[ditto for Chowan]] [[superimposed diagonally [[underlined]] Cancelled. [[/underlined]]]] 
 
7 Thomas Chuckam | "" "" [[ditto for Jan 6th 1866]] | "" "" [[ditto for Chowan]] [[superimposed diagonally [[underlined]] Cancelled. [[/underlined]]]] 
 
8 R. N. Winburn | "" [[ditto for Jan]] 5th 1866 |  "" "" [[ditto for Chowan]] 
 
9 Miles W Elliot | Jan 5th 1866 |  "" "" [[ditto for Chowan]] 
 
10 Miles W Elliot | "" [[ditto for Jan]] 5th 1866 |  "" "" [[ditto for Chowan]] 
 
11 Thomas Cochram | Jan 4th 1866 |  "" "" [[ditto for Chowan]] 
 
12 R. D. Simpson | Jan 4th 1866 | "" "" [[ditto for Chowan]] [[superimposed Rush Simpson]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00930
15890,Contracts,Apprenticeship Agreement,"[[Indentures of Apprenticeship]] 
 
[[4 column table]] 
 
[[No]] | [[Names]] | [[Date]] | [[Counties]] 
 
13 | D. Baralift | January 11th 1866 | Chowan Co 
 
14 | Miles. W. Eliott | January 5th 1866 | "" "" [[ditto for Chowan Co]] 
 
15 | Wm [[?]] | Dec 26th 1865 | "" "" [[ditto for Chowan Co]]  
 
16 | Susan. M. Bunch | Jan 3d 1866 | "" "" [[ditto for Chowan Co]] 
 
17 | Thomas. W. Nu[e]lgins | Jan 3d 1866 | "" "" [[ditto for Chowan Co]] 
 
18 | Wm. [[possible abbreviation for William]] N. Leary | Jan 4th 1866 | "" "" [[ditto for Chowan Co]] 
19 | Audrey. J. White | Jan 6th 1866 | "" "" [[ditto for Chowan Co]] 
 
20 | David A Nolly | Dec 27th 1865 | "" "" [[ditto for Chowan Co]] 
 
21 | Caleb G Perry | Jan 9th 1866 | "" "" [[ditto for Chowan Co]] 
 
22 | Miles Goodwin | Jan 16th [[ditto for 1866]] | "" "" [[ditto for Chowan Co]] 
23 | Edward Paurer | Jan 19 [[ditto for 1866]] | "" "" [[ditto for Chowan Co]] 
24 | Joshua C Slacey | Jan 6th [[ditto for 1866]] | "" "" [[ditto for Chowan Co]] 
25 | Samuel. Eahen | Jan 13th | "" "" [[ditto for Chowan Co]] 
 
26 | Joseph W [Woods] Jan 13th | "" "" [[ditto for Chowan Co]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00931
15890,Contracts,Apprenticeship Agreement,"[[underlined]] John Fredrick [[/underlined]] 
2 orphans 
January 9. 1867.",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00932
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Duplin]] COUNTY. } 
 
This Indenture, Made the ^[[9th]] day of ^[[January]] 186^[[7]], between ^[[H.H. Foster Asst Supt Bu. R F & A.L.]] of the one part, and ^[[John Fredrick]] of the other part: 
 
Witnesseth, That the said ^[[H.H. Foster]] doth put, place and bind unto the said ^[[John Fredrick 2]] orphan^[[s]], named 
 
^[[Peter]] aged ^[[11]] years 
^[[Adeline "" [[ditto for aged]] 8 "" [[ditto for years]] ]] 
 
to live after the manner of [[strikethrough]] an [[/strikethrough]] apprentice^[[s]] and servant^[[s]], until the said apprentice^[[s]] shall attain the age ^[[respectively]] of twenty-one ^[[and eighteen]] years; during all which time the said apprentice^[[s]] ^[[their]] master faithfully shall serve, and ^[[his]] lawful commands everywhere obey. And the said ^[[John Fredrick]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice^[[s]] or cause ^[[them to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice^[[s]] during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for [[strikethrough]] an [[/strikethrough]] apprentice^[[s]]; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give [[strikethrough]] him [[/strikethrough]], the said [[blank space]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H.H. Foster [[/signature]]  Seal. 
 
^[[signature]] John Fredrick [[/signature]]  Seal. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00933
15890,Contracts,Apprenticeship Agreement,"[[underlined]] A. L. Stanford [[/underlined]] 
1 orphan 
 
January 11. 1867.",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00934
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Duplin]] COUNTY. } 
 
This Indenture, Made the ^[[11th]] day of ^[[January]] 186^[[7]], between ^[[H.H. Foster Bvt. Maj. U.S.V. Asst. Supt. Bu. R.F & A.L]] of the one part, and ^[[A.T. Stamford]] of the other part: 
 
Witnesseth, That the said ^[[H.H. Foster]] doth put, place and bind unto the said ^[[A.T. Stamford 1]] orphan, named 
 
^[[Allan]] aged ^[[10]] years 
 
to live after the manner of an apprentice and servant, until the said apprentice shall attain the age of twenty-one years; during all which time the said apprentice [[his]] master faithfully shall serve, and ^[[his]] lawful commands everywhere obey. And the said ^[[A.T. Stamford]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice or cause ^[[him to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for an apprentice; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give him, the said [[Allan]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H H. Foster [[/signature]]  Seal. 
 
^[[signature]] A.T. Stanford [[/signature]]  Seal. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00935
15890,Contracts,Apprenticeship Agreement,"A T Stanford  
1 orphan",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00936
15890,Contracts,Apprenticeship Agreement,"Indenture of Apprenticeship 
State of North Carolina 
Duplin County 
 
This Indenture, Made the 30th day of March 1866 between 
H H Foster Asst. Supt. R F and A.L. for the Counties of Duplin and Sampson N.C. of the one part and A.T. Stanford of the other part, Witnesseth, That the said H.H. Foster doth put, place and bind, unto the said A T Stanford, one orphan, named Joshua aged ten years, to live after the manner of an apprentice and servant until the said apprentice shall attain the age of twenty one years; during all which time the said apprentice his master faithfully shall serve and his lawful commands every where obey 
 
And the said A.T. Stanford doth covenant, and promise, and agree that he will teach and instruct the said apprentice, or cause him to be taught or instructed to read and write; and that he will constantly find and provide for said apprentice during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for an apprentice; and, also, all other things necessary, both in sickness and health. 
  
In witness whereof, the parties to these presents have set their hands and seals the day and year above written  
 
[[signature]] H H Foster [[/signature]]  Seal 
 
[[signature]] A.T. Stanford [[/signature]]  Seal",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00937
15890,Contracts,Apprenticeship Agreement,"[[underlined]] Ira S Davis [[/underlined]] 
2 orphans 
January 22, 1867.",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00938
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Duplin]] COUNTY. } 
 
This Indenture, Made the ^[[22nd]] day of ^[[January]] 186^[[7]], between ^[[H H Foster Bvt. Maj. U.S.V. Asst. Suprt Bu R.F and A.L.]] of the one part, and ^[[Ira S Davis]] of the other part: 
 
Witnesseth, That the said ^[[H H Foster]] doth put, place and bind unto the said ^[[Ira S. Davis 3]] orphan^[[s]], named 
 
^[[Isaac]] aged ^[[8]] years 
^[[Richmond "" [[ditto for aged]] 5 "" [[ditto for years]] 
Larry "" [[ditto for aged]] 3 "" [[ditto for years]] ]] 
 
to live after the manner of [[signature]] an [[/signature]] apprentice^[[s]] and servant^[[s]], until the said apprentice shall attain the age of twenty-one ^[[and eighteen]] years; during all which time the said apprentice^[[s]] ^[[their]] master faithfully shall serve, and ^[[his]] lawful commands everywhere obey. And the said ^[[Ira S. Davis]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice or cause ^[[them to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice^[[s]] during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for [[signature]] an [[/signature]] apprentice^[[s]]; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give him, the said [[blank space]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H.H. Foster [[/signature]]  Seal. 
 
^[[signature]] Ira. S. Davis [[/signature]]  Seal. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00939
15890,Contracts,Apprenticeship Agreement,"[[underlined]] Indenture [[/underlined]] 
[[underlined]] between [[/underlined]] 
[[underlined]] Ellen C. Boyd [[/underlined]] 
and 
[[underlined]] J. C. Davis [[/underlined]] 
January 23. 1867",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00940
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau of Refugees, Freedmen & Abandoned Lands, 
STATE OF NORTH CAROLINA.  
 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA. } 
^[[Cartaret]] COUNTY. } 
 
THIS INDENTURE, Made the ^[[23]] day of ^[[January]], 186^[[7]], between ^[[Richard Dillon Capt V.R.C and Asst Supt Bu R F and A L]] of the one part, and  ^[[Ellen C Boyd of the County and state aforesaid]] of the other part:  
 
WITNESSETH, That the said ^[[Richard Dillion Capt VRC and Asst Supt]] doth put, place and bind unto the said ^[[James C Davis an]] orphan, named ^[[Martha Ann Sullivan white]], aged ^[[11]] years ^[[10 Months and the said James C Davis doth Covenant promise and agree to pay to the said Martha Ann Sullivan the Sum of $50 Fifty Dollars on the expiration of her apprenticeship and the Said Orphan Marth Ann Sullivan is hereby bound]] 
 
to live after the manner of an apprentice and servant, until the said apprentice shall attain the age of [[strikethrough]] twenty-one [[/strikethrough]] ^[[eighteen]] years; during all which time the said apprentice ^[[her]] master faithfully shall serve, and his lawful commands everywhere obey. And the said ^[[James C Davis]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice, or cause ^[[her]] to be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice, during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for an apprentice; and also all other things necessary, both in sickness and in health. 
 
In witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] Richard Dillon [[/signature]]  [SEAL.] 
^[[Capt V.R.C and Asst Supt]] 
 
^[[signature]] Jas. C. Davis [[/signature]]  [SEAL.] 
 
WITNESS. 
^[[signature]] John H Skarren [[/signature]] 
 
(Duplicate.) 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00941
15890,Contracts,Apprenticeship Agreement,"W. W. Whitehead 
7 orphans 
January 23. 1867.",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00942
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Duplin]] COUNTY. } 
 
This Indenture, Made the ^[[23rd]] day of ^[[January]] 186^[[7]], between ^[[H H Foster Bvt. Maj. U.S.V. & Asst. Supt. Bur R.F & A.L.]] of the one part, and ^[[Wiley W. Whitehead]] of the other part: 
 
Witnesseth, That the said ^[[H.H Foster]] doth put, place and bind unto the said ^[[Wiley W. Whitehead 7]] orphan^[[s]], named 
 
^[[Sam]] aged ^[[12]] years 
 
^[[# Susan Ann "" [[ditto for aged]] 10 "" [[ditto for years]] 
 
Alexander "" [[ditto for aged]] 6 "" [[ditto for years]] 
 
# Edney "" [[ditto for aged]] 10 "" [[ditto for years]] 
 
# Liney "" [[ditto for aged]] 8 "" [[ditto for years]] 
 
Cicero "" [[ditto for aged]] 6 "" [[ditto for years]] 
 
Cyrus "" [[ditto for aged]] 4 "" [[ditto for years]] 
 
# Females are only bound until they are eighteen]] 
 
to live after the manner of [[strikethrough]] an [[/strikethrough]] apprentice^[[s]] and servant^[[s]], until the said apprentice^[[s]] shall attain the age of twenty-one ^[[and eighteen]] years; during all which time the said apprentice^[[s]] [[their]] master faithfully shall serve, and ^[[his]] lawful commands everywhere obey. And the said ^[[Wiley W. Whitehead]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice^[[s]], or cause ^[[them to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice^[[s]], during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for [[strikethrough]] an [[/strikethrough]] apprentice^[[s]]; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give him, the said [[blank space]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H H Foster [[/signature]]  Seal. 
 
^[[signature]] Wiley W Whitehead [[/signature]]  Seal. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00943
15890,Contracts,Apprenticeship Agreement,"Bureau of Refugees Freedmen and Abandoned Lands 
Head Quarters Sub District of Beaufort North Carolina 
Beaufort NC January 23d 1867 
 
Personally appeared before me Richard Dillon Captain Vet Res Corps and Assistant Superintendent of the Bureau of Refugees Freedmen and Abandoned Lands for the Sub District of Beaufort North Carolina. Ellen C Boyd who after being duly sworn, deposeth and Saith that Martha Ann Sullivan is a Minor and that her Father and Mother are both dead and that she has had to support her for the last three years ^[[insertion]] and that she is the minors Aunt, and nearest of Kin [[/insertion]] and not being able to do so any longer and in order that the Child will be better provided for than She can do. She now desires and consents to the said Martha Ann Sullivan Minor (white) to be bound as an apprentice to James C. Davis of the Town of Beaufort Carteret County North Carolina. She further States that She and the Said Minor Martha Ann Sullivan are both Refugees 
 
[[signature]] Ellen C Boyd [[/signature]] 
 
Subscribed and Sworn to this Twenty third day of January 1867 before me  
[[signature]] Richard Dillon [[/signature]] 
Capt VRC and Asst Supt 
 
Beaufort NC 
Jan 23d 1867",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00945
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau of Refugees, Freedmen & Abandoned Lands, 
STATE OF NORTH CAROLINA.  
 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA. } 
^[[Carteret]] COUNTY. } 
 
THIS INDENTURE, Made the ^[[23rd]] day of ^[[January]], 186^[[7]], between ^[[Richard Dillon Capt V.R.C and Asst Supt Bureau of R F and A.L]] of the one part, and  
^[[Ellen C. Boyd of County and state aforesaid]] of the other part:  
 
WITNESSETH, That the said ^[[Richard Dillon Capt VRC and Asst Supt]] doth put, place and bind unto the said ^[[James C Davis an]] orphan, named  
^[[Martha Ann Sullivan white]], aged ^[[11]] years ^[[and 10 months and the said James C. Davis doth covenant promise and agree to pay to the said Martha Ann Sullivan the Sum of $50. Fifty Dollars on the Expiration of her apprenticeship and the said orphan Martha Ann Sullivan is hereby bound]] 
 
to live after the manner of an apprentice and servant, until the said apprentice shall attain the age of [[strikethrough]] twenty-one [[/strikethrough]] ^[[Eighteen]] years; during all which time the said apprentice ^[[her]] master faithfully shall serve, and his lawful commands everywhere obey. And the said ^[[James C. Davis]] doth covenant, and promise, and agree, that he will teach and instruct the said apprentice, or cause ^[[her]] to be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice, during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for an apprentice; and also all other things necessary, both in sickness and in health. 
 
In witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] Richard Dillon [[/signature]]  [SEAL.] 
^[[Capt VRC and Asst Supt]] 
 
^[[signature]] Jas C. Davis [[/signature]]  [SEAL.] 
 
WITNESS. 
^[[signature]] John H Skarren [[/signature]] 
 
(Duplicate.) 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00946
15890,Contracts,Apprenticeship Agreement,"[[underlined]] Mrs W. Jerman [[/underlined]] 
1 orphan 
named Florence 
aged 9 years 
Jan, 29th 1867",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00947
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Duplin]] COUNTY. } 
 
This Indenture, Made the ^[[29th]] day of ^[[January]] 186^[[7]], between ^[[H.H. Foster Bvt. Maj. U.S.V.  Asst. Supt. Bu. R.F and A.L.]] of the one part, and ^[[Mrs. Winifred Jerman]] of the other part: 
 
Witnesseth, That the said ^[[H.H. Foster]] doth put, place and bind unto the said ^[[Winifred Jerman 1]] orphan, named 
 
^[[Florence]] aged ^[[9]] years 
 
to live after the manner of an apprentice and servant, until the said apprentice shall attain the age of [[strikethrough]] twenty-one [[/strikethrough]] ^[[eighteen]] years; during all which time the said apprentice [[her]] [[strikethrough]] master [[/strikethrough]] ^[[mistress]] faithfully shall serve, and ^[[her]] lawful commands everywhere obey. And the said ^[[Winifred Jerman]] doth covenant, and promise, and agree, that ^[[s]]he will teach and instruct the said apprentice or cause ^[[her to]] be taught and instructed, to read and write; and that ^[[s]]he will constantly find and provide for said apprentice, during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for an apprentice; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give him, the said [[blank space]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H H Foster [[/signature]]  Seal. 
 
^[[signature]] Winifred Jerman [[/signature]]  Seal. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00948
15890,Contracts,Apprenticeship Agreement,"[[underlined]] Rebeca Killett [[/underlined]] 
2 frd, children 
Feb. 2 - 1867",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00949
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Sampson]] COUNTY. } 
 
This Indenture, Made the ^[[2nd]] day of ^[[February]] 186^[[7]], between ^[[H.H. Foster Bvt. Maj. U.S.V. and Asst. Supt. Bu. R.F and A.L.]] of the one part, and ^[[Rebecca Killett]] of the other part: 
 
Witnesseth, That the said ^[[H.H. Foster]] doth put, place and bind unto the said ^[[Rebecca Killett 2 freed children]] [[strikethrough]] orphan, [[/strikethrough]] named 
 
^[[respectively Jane]] aged ^[[13]] years ^[[Jane bound till she is eighteen years of age]] 
 
[[Tom ""]] [[ditto for aged]] [[10 ""]] [[ditto for years]]  
^[[Their mother having deserted them]] 
 
to live after the manner of [[strikethrough]] an [[/strikethrough]] apprentice^[[s]] and servant^[[s]], until the said apprentice^[[s]] shall attain the age of ^[[eighteen and]] twenty-one years; during all which time the said apprentice^[[s their]] [[strikethrough]] master [[/strikethrough]] ^[[Mistress]] faithfully shall serve, and ^[[her]] lawful commands everywhere obey. And the said ^[[Rebecca Killett]] doth covenant, and promise, and agree, that ^[[s]]he will teach and instruct the said apprentice^[[s]] or cause ^[[them to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice^[[s]] during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for [[strikethrough]] an [[/strikethrough]] apprentice^[[s]]; and also all other things necessary, both in sickness and health; and at the expiration of this Indenture, will give him, the said [[blank space]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H H Foster [[/signature]]  Seal. 
 
^[[Rebecca Killett By]] 
[[signature]] L.D. Killett [[/signature]]  Seal. 
 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00950
15890,Contracts,Apprenticeship Agreement,"George King. 10 years 
to 
P. A. Hodges 
Mecklenburg Febr. 18. 1867.",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00952
15890,Contracts,Apprenticeship Agreement,Indenture of George King (Colored),https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00953
15890,Contracts,Apprenticeship Agreement,"[[preprinted]]   
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Mecklenburg ]] County. } 
 
This Indenture, made the ^[[18th]] day of ^[[Febuary]], 186^[[7]], between ^[[R F Hunter Asst]] Superintendent, Bureau Refugees, Freedmen and Abandoned Lands, District of West North Carolina, of the one part, and ^[[P A Hodges]] of the County aforesaid, of the other part:  
 
WITNESSETH, That the said ^[[R F Hunter]] doth put, place and bind unto the said ^[[P A Hodges]] an orphan, named ^[[George King Colored]], aged ^[[ten]] years ^[[to learn the art and mystery of farming]] to live after the manner of an apprentice and servant, until the said apprentice shall attain the age of [[tweny one]] years; during all which time the said apprentice ^[[George King]] faithfully shall serve, and ^[[all]] lawful commands every where obey. And the said ^[[P A Hodges]] doth covenant and promise, and agree, that he will teach and instruct the said apprentice, or cause ^[[him]] to be taught and instructed, to read, write and cipher; that he will constantly find and provide for said apprentice, during the term aforesaid; sufficient diet, washing, lodging and apparel, fitting for an apprentice, and also all other things necessary, both in sickness and health; and that he will pay ^[[One Hundred]] dollars, and give ^[[him]] such articles as are required by Law for white apprentices, when of age. 
 
In Witness Whereof, The parties to these presents have set their hands and seals, the day and year above written. 
 
[[signature]] ^[[R F Hunter]] [[/signature]] [SEAL.] 
 Agent BRF & AL]]    
 
[[signature]] ^[[P.A. Hodges]] [[/signature]] [SEAL.] 
 
[[blank witness line]] 
 
J.J. BRUNER, PRINTER. 
[[/preprinted]]",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00954
15890,Contracts,Apprenticeship Agreement,"[[underlined]] Lewis Carroll [[/underlined]] 
[[underlined]] 5 freed children [[/underlined]] 
Mothers consent annexed 
Feb. 23 - 1867",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00955
15890,Contracts,Apprenticeship Agreement,"[[preprinted]] 
Bureau Refugees, Freedmen and Abandoned Lands. 
INDENTURE OF APPRENTICESHIP. 
 
STATE OF NORTH CAROLINA, } 
^[[Sampson]] COUNTY. } 
 
This Indenture, Made the ^[[23rd]] day of ^[[February]] 186^[[7]], between ^[[H H Foster Bvt Maj. U.S.V. and Asst. Supt. Bur R F and A. L]] of the one part, and ^[[Lewis Carroll]] of the other part: 
 
Witnesseth, That the said ^[[H H Foster]] doth put, place and bind unto the said ^[[Lewis Carroll 5 freed children]] [[strikethrough]] orphan, [[/strikethrough]] named 
 
^[[respectively Henry]] aged ^[[11]] years 
^[[Maryiana "" [[ditto for aged]] 9 "" [[ditto for years]] 
Joseph "" [[ditto for aged]] 7 "" [[ditto for years]]  
John "" [[ditto for aged]] 5 "" [[ditto for years]] 
Cora "" [[ditto for aged]] 3 "" [[ditto for years]] ]] 
 
to live after the manner of [[strikethrough]] an [[/strikethrough]] apprentice^[[s]] and servant^[[s]] until the said apprentice^[[s]] shall attain the age of twenty-one ^[[insertion]] & Eighteen [[/insertion]] years; during all which time the said apprentice^[[s]] ^[[their]] master faithfully shall serve, and ^[[his]] lawful commands everywhere obey. And the said ^[[Lewis Carroll]] doth covenant, and promise, and agree, that she will teach and instruct the said apprentice^[[s]] or cause ^[[them to]] be taught and instructed, to read and write; and that he will constantly find and provide for said apprentice^[[s]] during the term aforesaid, sufficient diet, washing, lodging and apparel, fitting for [[strikethrough]] an [[/strikethrough]] apprentice^[[s]]; and also all other things necessary, both in sickness and health; [[strikethrough]] and at the expiration of this Indenture, will give him, the said [[/strikethrough]] ^[[The Mothers consent being obtained and here to appended]] 
 
In Witness whereof, the parties to these presents have set their hands and seals, the day and year above written. 
 
^[[signature]] H. H. Foster [[/signature]]  Seal. 
 
^[[Lewis Carroll. per A.B. Carroll.]]  Seal.  
[[/preprinted]] 
 
per. A. B. Carroll  
",https://transcription.si.edu/transcribe/15890/NMAAHC-004567419_00956
